,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
276,anetv_YfcxIgsqs5M,716,The group then begins performing a cheering routine with one another. The group,The group then begins performing a cheering routine with one another.,The group,gold,continues completing the routine while smiling to them.,continues flipping and ends with text across the screen.,continues to jump and flip around each other and ends by holding a pose and cheering to the camera.,continues to play with one another while still speaking to the camera.,2
277,lsmdc0019_Pulp_Fiction-56884,8139,Someone walks out of the alley and is ready for anything. He,Someone walks out of the alley and is ready for anything.,He,gold,runs down the slopes with his body wedged below with his arms.,dumps his vodka bottle on the coffee table.,screws up himself as he tries to push against the door.,crosses the street and enters his apartment courtyard.,3
278,lsmdc0019_Pulp_Fiction-56884,8145,"Someone slowly inserts the key into the door, quietly opening it. His apartment","Someone slowly inserts the key into the door, quietly opening it.",His apartment,gen,"has a webpage, which pulls up and goes into the office's open wallet.",is open with the spotlight.,is covered on its fanning devices.,is empty except for the secret theatre.,3
279,lsmdc0019_Pulp_Fiction-56884,8136,"None of the parked cars appear out of place. Basically, it",None of the parked cars appear out of place.,"Basically, it",gold,looks like normal morning activity in front of someone's home.,"finishes off home, a boy in the background starts another car.",is ghetto to be very dangerous.,looks like that as people try to get a convoy into the hot tire of a fancy car.,0
280,lsmdc0019_Pulp_Fiction-56884,8150,"His bedroom is like the rest of the apartment neat, clean and anonymous. Sure enough, there","His bedroom is like the rest of the apartment neat, clean and anonymous.","Sure enough, there",gen,is a bigger than they have heard.,is a man lying next to him.,is city light inside he knows how to rain landscape on.,"is a group of tall, morose gazes.",1
281,lsmdc0019_Pulp_Fiction-56884,8152,He walks through the apartment and back into the kitchen. He,He walks through the apartment and back into the kitchen.,He,gold,"hangs back in place, a mound of dirt on his hands, with his mounting pieces of dance.","opens the lobby door when a train enters, it's locked.","rubs the gas station, pulls out a huge fork, and sets down his empty glasses.",opens a cupboard and takes out a box of pop tarts.,3
282,lsmdc0019_Pulp_Fiction-56884,8140,He crosses the street and enters his apartment courtyard. Someone,He crosses the street and enters his apartment courtyard.,Someone,gold,sits near the ships seat and gazes at the panel.,steps behind the table.,goes outside as people climb into the house.,is in the courtyard of his north hollywood apartment building.,3
283,lsmdc0019_Pulp_Fiction-56884,8148,"Someone walks into his modest kitchen, and opens the refrigerator. Then he","Someone walks into his modest kitchen, and opens the refrigerator.",Then he,gold,goes to the bedroom.,opens the front door and opens it.,sits up with some junk food.,dumps the empty pills into the bag when he answers.,0
284,lsmdc0019_Pulp_Fiction-56884,8138,"Someone peers around a wall, taking in the vital information. Someone","Someone peers around a wall, taking in the vital information.",Someone,gold,enters it out of a patrol.,walks out of the alley and is ready for anything.,"sets down someone's computer, walks up to someone, grabs a blanket.",waits at the windowed catalog.,1
285,lsmdc0019_Pulp_Fiction-56884,8137,"Basically, it looks like normal morning activity in front of someone's home. Someone","Basically, it looks like normal morning activity in front of someone's home.",Someone,gold,sees someone on his bed.,are sitting in the study of someone's tambourine.,gets more and highlights the move well.,"peers around a wall, taking in the vital information.",3
286,lsmdc0019_Pulp_Fiction-56884,8147,"He cautiously steps inside, shuts the door and takes a quick look around. Someone","He cautiously steps inside, shuts the door and takes a quick look around.",Someone,gold,hangs up and glances away thoughtfully.,"walks into his modest kitchen, and opens the refrigerator.","glances to someone, then points at her high - heeled feet.","walks through a hallway, handing their drink to the sweating woman.",1
287,lsmdc0019_Pulp_Fiction-56884,8137,"Basically, it looks like normal morning activity in front of someone's home. Someone","Basically, it looks like normal morning activity in front of someone's home.",Someone,gen,is alone as kids come indoors in the background.,sees someone on his bed.,gets more and highlights the move well.,are sitting in the study of someone's tambourine.,0
288,lsmdc0019_Pulp_Fiction-56884,8141,"Someone is in the courtyard of his North Hollywood apartment building. Once again, everything",Someone is in the courtyard of his North Hollywood apartment building.,"Once again, everything",gold,"goes out, as he pushes a classroom.","appears normal the laundry room, the pool, his apartment door nothing appears disturbed.","gets above thrown in the middle of the building, and smile disappears.",is quiet and the sparkling lights flashing is the warehouse.,1
289,lsmdc0019_Pulp_Fiction-56884,8143,"Someone climbs the stairs leading to his apartment, number 12. He","Someone climbs the stairs leading to his apartment, number 12.",He,gen,walks towards the door.,lies on his side.,opens the plank door for him.,hands someone a handful of bills as someone steps away.,0
290,lsmdc0019_Pulp_Fiction-56884,8149,Then he goes to the bedroom. His bedroom,Then he goes to the bedroom.,His bedroom,gold,"is like the rest of the apartment neat, clean and anonymous.",is covered with snow.,is soaked with sweat.,is cleaned with his sneakers.,0
291,lsmdc0019_Pulp_Fiction-56884,8145,"Someone slowly inserts the key into the door, quietly opening it. His apartment","Someone slowly inserts the key into the door, quietly opening it.",His apartment,gold,has n't been touched.,is covered on its fanning devices.,"has a webpage, which pulls up and goes into the office's open wallet.",is open with the spotlight.,0
292,lsmdc0019_Pulp_Fiction-56884,8144,He steps outside the door and listens inside. Someone,He steps outside the door and listens inside.,Someone,gen,reaches over the ledge and makes his way down the dark.,wanders amongst the burning wooden framework.,resumes his time against the door.,follows from the garage and finds people staring at him in the mirror.,0
293,lsmdc0019_Pulp_Fiction-56884,8146,His apartment has n't been touched. He,His apartment has n't been touched.,He,gold,checks his six - gauge view at a pair of doors then reveal thick artwork.,"gets up, steps inside and enters the locker room with a key box in one hand.","cautiously steps inside, shuts the door and takes a quick look around.",looks around the sink.,2
294,lsmdc0019_Pulp_Fiction-56884,8143,"Someone climbs the stairs leading to his apartment, number 12. He","Someone climbs the stairs leading to his apartment, number 12.",He,gold,steps outside the door and listens inside.,drops them to his upper bunk.,lies on his side.,walks out from inside the vehicle and opens the door wider.,0
295,lsmdc0019_Pulp_Fiction-56884,8153,"He opens a cupboard and takes out a box of Pop Tarts. Putting down the milk, he",He opens a cupboard and takes out a box of Pop Tarts.,"Putting down the milk, he",gold,"opens the box, takes out two pop tarts and puts them in the toaster.",pauses to touch an reactor again.,gets up some money on the phone.,ties up the newspapers.,0
296,lsmdc0019_Pulp_Fiction-56884,8144,He steps outside the door and listens inside. Someone,He steps outside the door and listens inside.,Someone,gen,"falters, closes his eyes and takes a deep breath.",resumes his time against the door.,wanders amongst the burning wooden framework.,"pauses, turning a middle head towards her, and turns his head.",0
297,lsmdc0019_Pulp_Fiction-56884,8151,"Sure enough, there's the watch just like he said it was:. He","Sure enough, there's the watch just like he said it was:.",He,gold,walks through the apartment and back into the kitchen.,sits up at the bar.,cuts off his new melon.,switches to two not - images and shows how to turn it from cards.,0
298,lsmdc0019_Pulp_Fiction-56884,8144,He steps outside the door and listens inside. Someone,He steps outside the door and listens inside.,Someone,gold,"slowly inserts the key into the door, quietly opening it.","pauses, turning a middle head towards her, and turns his head.",resumes his time against the door.,wanders amongst the burning wooden framework.,0
299,lsmdc0019_Pulp_Fiction-56884,8143,"Someone climbs the stairs leading to his apartment, number 12. He","Someone climbs the stairs leading to his apartment, number 12.",He,gen,hands someone a handful of bills as someone steps away.,lies on his side.,drops them to his upper bunk.,walks out from inside the vehicle and opens the door wider.,0
300,lsmdc3057_ROBIN_HOOD-27634,3927,She strides to the center of the room to address him. She,She strides to the center of the room to address him.,She,gen,sweeps her gaze over her frail features then moves away.,gives someone a sidelong look.,sees people staring at the tablecloth.,"gets in his chair, her hands clasped behind her back.",1
