video-id,fold-ind,startphrase,gold-ending,distractor-0,distractor-1,distractor-2,distractor-3,gold-source,gold-type,distractor-0-type,distractor-1-type,distractor-2-type,distractor-3-type,sent1,sent2
lsmdc0019_Pulp_Fiction-56884,8150,"His bedroom is like the rest of the apartment neat, clean and anonymous. Sure enough, there",is a man lying next to him.,is city light inside he knows how to rain landscape on.,"is a group of tall, morose gazes.",is a bigger than they have heard.,,gen-orig,pos,unl,unl,unl,n/a,"His bedroom is like the rest of the apartment neat, clean and anonymous.","Sure enough, there"
lsmdc0019_Pulp_Fiction-56884,8152,He walks through the apartment and back into the kitchen. He,opens a cupboard and takes out a box of pop tarts.,"rubs the gas station, pulls out a huge fork, and sets down his empty glasses.","opens the lobby door when a train enters, it's locked.","hangs back in place, a mound of dirt on his hands, with his mounting pieces of dance.",,gold0-orig,pos,unl,unl,unl,n/a,He walks through the apartment and back into the kitchen.,He
lsmdc0019_Pulp_Fiction-56884,8140,He crosses the street and enters his apartment courtyard. Someone,is in the courtyard of his north hollywood apartment building.,goes outside as people climb into the house.,steps behind the table.,sits near the ships seat and gazes at the panel.,,gold0-orig,pos,unl,unl,unl,n/a,He crosses the street and enters his apartment courtyard.,Someone
lsmdc0019_Pulp_Fiction-56884,8148,"Someone walks into his modest kitchen, and opens the refrigerator. Then he",goes to the bedroom.,dumps the empty pills into the bag when he answers.,opens the front door and opens it.,sits up with some junk food.,pauses to talk about someone.,gold0-orig,pos,unl,unl,unl,pos,"Someone walks into his modest kitchen, and opens the refrigerator.",Then he
lsmdc0019_Pulp_Fiction-56884,8138,"Someone peers around a wall, taking in the vital information. Someone",walks out of the alley and is ready for anything.,waits at the windowed catalog.,"sets down someone's computer, walks up to someone, grabs a blanket.",enters it out of a patrol.,,gold0-orig,pos,unl,unl,unl,n/a,"Someone peers around a wall, taking in the vital information.",Someone
lsmdc0019_Pulp_Fiction-56884,8137,"Basically, it looks like normal morning activity in front of someone's home. Someone","peers around a wall, taking in the vital information.",gets more and highlights the move well.,sees someone on his bed.,are sitting in the study of someone's tambourine.,,gold1-orig,pos,unl,unl,unl,n/a,"Basically, it looks like normal morning activity in front of someone's home.",Someone
lsmdc0019_Pulp_Fiction-56884,8147,"He cautiously steps inside, shuts the door and takes a quick look around. Someone","walks into his modest kitchen, and opens the refrigerator.","walks through a hallway, handing their drink to the sweating woman.","glances to someone, then points at her high - heeled feet.",hangs up and glances away thoughtfully.,closes his eyes as he lays in his bunk.,gold0-orig,pos,unl,pos,pos,pos,"He cautiously steps inside, shuts the door and takes a quick look around.",Someone
lsmdc0019_Pulp_Fiction-56884,8137,"Basically, it looks like normal morning activity in front of someone's home. Someone",is alone as kids come indoors in the background.,gets more and highlights the move well.,sees someone on his bed.,are sitting in the study of someone's tambourine.,,gen-orig,pos,unl,unl,unl,n/a,"Basically, it looks like normal morning activity in front of someone's home.",Someone
lsmdc0019_Pulp_Fiction-56884,8141,"Someone is in the courtyard of his North Hollywood apartment building. Once again, everything","appears normal the laundry room, the pool, his apartment door nothing appears disturbed.","gets above thrown in the middle of the building, and smile disappears.",is quiet and the sparkling lights flashing is the warehouse.,"goes out, as he pushes a classroom.","is distorted, like a body - drawn bridge.",gold0-orig,pos,unl,unl,unl,unl,Someone is in the courtyard of his North Hollywood apartment building.,"Once again, everything"
lsmdc0019_Pulp_Fiction-56884,8143,"Someone climbs the stairs leading to his apartment, number 12. He",walks towards the door.,opens the plank door for him.,hands someone a handful of bills as someone steps away.,lies on his side.,,gen-orig,pos,unl,unl,unl,n/a,"Someone climbs the stairs leading to his apartment, number 12.",He
lsmdc0019_Pulp_Fiction-56884,8149,Then he goes to the bedroom. His bedroom,"is like the rest of the apartment neat, clean and anonymous.",is covered with snow.,is soaked with sweat.,is cleaned with his sneakers.,,gold0-orig,unl,unl,unl,unl,n/a,Then he goes to the bedroom.,His bedroom
lsmdc0019_Pulp_Fiction-56884,8145,"Someone slowly inserts the key into the door, quietly opening it. His apartment",has n't been touched.,"has a webpage, which pulls up and goes into the office's open wallet.",is open with the spotlight.,is covered on its fanning devices.,,gold1-orig,pos,unl,unl,unl,n/a,"Someone slowly inserts the key into the door, quietly opening it.",His apartment
lsmdc0019_Pulp_Fiction-56884,8144,He steps outside the door and listens inside. Someone,reaches over the ledge and makes his way down the dark.,follows from the garage and finds people staring at him in the mirror.,resumes his time against the door.,wanders amongst the burning wooden framework.,,gen-orig,pos,unl,unl,unl,n/a,He steps outside the door and listens inside.,Someone
lsmdc0019_Pulp_Fiction-56884,8146,His apartment has n't been touched. He,"cautiously steps inside, shuts the door and takes a quick look around.",looks around the sink.,"gets up, steps inside and enters the locker room with a key box in one hand.",checks his six - gauge view at a pair of doors then reveal thick artwork.,,gold0-orig,pos,unl,unl,unl,n/a,His apartment has n't been touched.,He
lsmdc0019_Pulp_Fiction-56884,8143,"Someone climbs the stairs leading to his apartment, number 12. He",steps outside the door and listens inside.,lies on his side.,drops them to his upper bunk.,walks out from inside the vehicle and opens the door wider.,opens the plank door for him.,gold1-reannot,pos,unl,unl,unl,pos,"Someone climbs the stairs leading to his apartment, number 12.",He
lsmdc0019_Pulp_Fiction-56884,8153,"He opens a cupboard and takes out a box of Pop Tarts. Putting down the milk, he","opens the box, takes out two pop tarts and puts them in the toaster.",pauses to touch an reactor again.,gets up some money on the phone.,ties up the newspapers.,arranges the contents in a strainer.,gold0-reannot,pos,unl,unl,unl,unl,He opens a cupboard and takes out a box of Pop Tarts.,"Putting down the milk, he"
lsmdc0019_Pulp_Fiction-56884,8144,He steps outside the door and listens inside. Someone,"falters, closes his eyes and takes a deep breath.",wanders amongst the burning wooden framework.,resumes his time against the door.,"pauses, turning a middle head towards her, and turns his head.",follows from the garage and finds people staring at him in the mirror.,gen-reannot,pos,unl,unl,unl,pos,He steps outside the door and listens inside.,Someone
lsmdc0019_Pulp_Fiction-56884,8151,"Sure enough, there's the watch just like he said it was:. He",walks through the apartment and back into the kitchen.,cuts off his new melon.,switches to two not - images and shows how to turn it from cards.,sits up at the bar.,"points at liquor from a bottle in the window, and puts it in.",gold0-reannot,pos,unl,unl,pos,pos,"Sure enough, there's the watch just like he said it was:.",He
lsmdc0019_Pulp_Fiction-56884,8144,He steps outside the door and listens inside. Someone,"slowly inserts the key into the door, quietly opening it.",wanders amongst the burning wooden framework.,resumes his time against the door.,"pauses, turning a middle head towards her, and turns his head.",follows from the garage and finds people staring at him in the mirror.,gold1-reannot,pos,unl,unl,unl,pos,He steps outside the door and listens inside.,Someone
lsmdc0019_Pulp_Fiction-56884,8143,"Someone climbs the stairs leading to his apartment, number 12. He",hands someone a handful of bills as someone steps away.,lies on his side.,drops them to his upper bunk.,walks out from inside the vehicle and opens the door wider.,opens the plank door for him.,gen-reannot,pos,unl,unl,unl,pos,"Someone climbs the stairs leading to his apartment, number 12.",He
lsmdc3057_ROBIN_HOOD-27634,3927,She strides to the center of the room to address him. She,gives someone a sidelong look.,sweeps her gaze over her frail features then moves away.,"gets in his chair, her hands clasped behind her back.",sees people staring at the tablecloth.,checks her watch with a quizzical expression.,gen-orig,pos,unl,unl,unl,pos,She strides to the center of the room to address him.,She
lsmdc3057_ROBIN_HOOD-27634,3924,It flaps away into the night. He entered the kitchen and someone,joins him in the living room.,leaps into the driver's seat.,looks down at the comatose woman.,is frowning as someone watches from the kitchen.,,gen-orig,pos,unl,unl,unl,n/a,It flaps away into the night.,He entered the kitchen and someone
lsmdc3057_ROBIN_HOOD-27634,3933,"Someone lies down in front of the fire and pets a wolf hound lying next to him. Resting his head on his hand, he",looks to the curtain.,grabs someone's gun.,takes his right leg.,runs to the road below.,,gold0-orig,pos,unl,unl,unl,n/a,Someone lies down in front of the fire and pets a wolf hound lying next to him.,"Resting his head on his hand, he"
lsmdc3057_ROBIN_HOOD-27634,3940,He and someone hike the short distance toward each other. Dozens of armed French soldiers,appear in the mist and head toward them.,take candy as the large group greets them.,come upon listening pacing above the adorns tree.,illuminate the bustling burn with military citizens.,sit and watch people through doors.,gold0-orig,pos,unl,unl,pos,pos,He and someone hike the short distance toward each other.,Dozens of armed French soldiers
lsmdc3057_ROBIN_HOOD-27634,3922,"He opens a hatch on top, then reaches inside. He",opens and steps out.,is inside without going to the front.,gets up and talks to the camera next to him.,looks on to the crowd.,fastens the string around his neck.,gen-orig,pos,unl,pos,pos,pos,"He opens a hatch on top, then reaches inside.",He
lsmdc3057_ROBIN_HOOD-27634,3928,"He picks up someone's sword and eyes the inscription on the hilt - until lambs become lions. Later, he",treads into someone's bed chamber.,dives off into the water.,seems to pan a couple of empty rifles across the garden for him.,leans the axe out of the way until it changes to her.,paces atop a shabby hallway then flips open a cloak.,gold1-orig,pos,unl,unl,unl,unl,He picks up someone's sword and eyes the inscription on the hilt - until lambs become lions.,"Later, he"
